freq_hz,wsi,loc,grad,phase_disorder,coh_mean,admissible
1774.90,0.1397,0.4338,0.4557,0.3560,0.8974,true
1776.90,0.0904,0.4013,0.4106,0.2845,0.8770,true
1778.89,0.1083,0.1288,0.7623,0.4237,0.9297,true
1780.88,0.1885,0.3506,0.6889,0.3705,0.9254,true
1782.87,0.1794,0.2194,0.2181,0.4398,0.9667,true
1784.86,0.0862,0.4630,0.4427,0.3165,0.8939,true
1786.86,0.1599,0.2682,0.7299,0.3265,0.9284,true
1788.85,0.1724,0.3971,0.4325,0.4218,0.9689,true
1790.84,0.1365,0.1664,0.3357,0.3921,0.8862,true
1792.83,0.1134,0.1171,0.5603,0.4519,0.9513,true
1794.82,0.1603,0.2554,0.4486,0.4364,0.9653,true
1796.82,0.0960,0.4048,0.5310,0.3919,0.8741,true
1798.81,0.1732,0.3197,0.4811,0.3359,0.9662,true
1800.80,0.0906,0.3782,0.3853,0.3543,0.9128,true
1802.79,0.1325,0.1896,0.4748,0.2717,0.8847,true
1804.78,0.0828,0.1341,0.5207,0.2577,0.9657,true
1806.78,0.1417,0.4699,0.5090,0.4169,0.8739,true
1808.77,0.0877,0.3340,0.2683,0.2690,0.9597,true
1810.76,0.0578,0.4523,0.5996,0.3320,0.9696,true
1812.75,0.1259,0.3014,0.4965,0.4199,0.8874,true
1814.74,0.0581,0.2114,0.5269,0.4169,0.9037,true
1816.74,0.1374,0.4293,0.5127,0.4220,0.8894,true
1818.73,0.0643,0.2680,0.3040,0.2445,0.8881,true
1820.72,0.0667,0.2043,0.7001,0.3740,0.9503,true
1822.71,0.1396,0.3638,0.5439,0.2795,0.9174,true
1824.70,0.0844,0.2946,0.2859,0.4074,0.9164,true
1826.70,0.0622,0.4526,0.4390,0.3152,0.9392,true
1828.69,0.0634,0.3516,0.6164,0.3862,0.9506,true
1830.68,0.1066,0.2652,0.7034,0.3487,0.9663,true
1832.67,0.1399,0.2794,0.5806,0.3358,0.8999,true
1834.66,0.1378,0.2791,0.2838,0.4194,0.9100,true
1836.66,0.0618,0.1169,0.6435,0.3408,0.8814,true
1838.65,0.1922,0.4986,0.6116,0.3743,0.9266,true
1840.64,0.1044,0.2021,0.4161,0.2591,0.8936,true
1842.63,0.1629,0.4019,0.4826,0.4602,0.9435,true
1844.62,0.0996,0.3236,0.2974,0.3636,0.9394,true
1846.62,0.0897,0.2677,0.5448,0.3197,0.9021,true
1848.61,0.1176,0.2921,0.3884,0.4352,0.9063,true
1850.60,0.0501,0.3065,0.5494,0.3594,0.9277,true
1852.59,0.1373,0.4443,0.5126,0.3782,0.9033,true
1854.58,0.0563,0.2426,0.4277,0.3639,0.9234,true
1856.58,0.1122,0.2220,0.4871,0.4092,0.9302,true
1858.57,0.0531,0.3989,0.5232,0.3107,0.9359,true
1860.56,0.1223,0.3278,0.5555,0.3231,0.9648,true
1862.55,0.0751,0.3652,0.3238,0.4124,0.9322,true
1864.54,0.0589,0.2916,0.6393,0.2882,0.8944,true
1866.54,0.1279,0.3674,0.5260,0.3502,0.9385,true
1868.53,0.0700,0.4089,0.5468,0.2514,0.8850,true
1870.52,0.1467,0.1819,0.7409,0.3476,0.9018,true
1872.51,0.1603,0.1930,0.2594,0.4495,0.9001,true
1874.50,0.0596,0.2152,0.5380,0.4297,0.9334,true
1876.50,0.1758,0.4251,0.5724,0.3067,0.9467,true
1878.49,0.0878,0.2357,0.1735,0.3819,0.9139,true
1880.48,0.0570,0.3273,0.5420,0.2523,0.8820,true
1882.47,0.1048,0.2168,0.6398,0.2653,0.8795,true
1884.46,0.1101,0.2050,0.7382,0.3853,0.9213,true
1886.46,0.1941,0.3078,0.7255,0.4511,0.8876,true
1888.45,0.1947,0.3882,0.3239,0.3601,0.9271,true
1890.44,0.1307,0.2757,0.4317,0.3800,0.9185,true
1892.43,0.1711,0.2813,0.6299,0.4767,0.9639,true
1894.42,0.1801,0.2927,0.5314,0.3497,0.9562,true
1896.42,0.1842,0.3514,0.2804,0.3805,0.8768,true
1898.41,0.1007,0.3783,0.4194,0.3802,0.9509,true
1900.40,0.1560,0.3347,0.6762,0.4354,0.8779,true
1902.39,0.1672,0.2759,0.3149,0.3197,0.9383,true
1904.38,0.0893,0.1913,0.5470,0.3690,0.9487,true
1906.38,0.1860,0.4391,0.6145,0.4156,0.9510,true
1908.37,0.1330,0.1544,0.2358,0.4655,0.9459,true
1910.36,0.0902,0.2759,0.4213,0.4244,0.9090,true
1912.35,0.1056,0.2470,0.5588,0.4064,0.9344,true
1914.34,0.1134,0.4136,0.7510,0.3498,0.9069,true
1916.34,0.1996,0.2311,0.4029,0.4241,0.9207,true
1918.33,0.0792,0.3425,0.2767,0.3146,0.8785,true
1920.32,0.1188,0.1062,0.6129,0.4156,0.9356,true
1922.31,0.1223,0.3063,0.3595,0.4481,0.9470,true
1924.30,0.0686,0.4199,0.3753,0.3577,0.9496,true
1926.30,0.0779,0.1725,0.8120,0.2967,0.9051,true
1928.29,0.1851,0.2821,0.8049,0.3735,0.8900,true
1930.28,0.1917,0.4865,0.2684,0.4146,0.9201,true
1932.27,0.1013,0.4560,0.3954,0.3463,0.8792,true
1934.26,0.1547,0.2323,0.4457,0.4400,0.8942,true
1936.26,0.0828,0.4972,0.5482,0.3493,0.8984,true
1938.25,0.1740,0.2504,0.5580,0.4249,0.9364,true
1940.24,0.1057,0.3714,0.4993,0.2988,0.9375,true
1942.23,0.1753,0.3943,0.3752,0.3506,0.9477,true
1944.22,0.0612,0.2288,0.5298,0.3519,0.9625,true
1946.22,0.1878,0.3626,0.6110,0.4399,0.9667,true
1948.21,0.1037,0.4636,0.5056,0.2708,0.9042,true
1950.20,0.1914,0.1470,0.6284,0.4739,0.9186,true
1952.19,0.1525,0.4108,0.3232,0.4361,0.9622,true
1954.18,0.1278,0.1192,0.5707,0.3105,0.9379,true
1956.18,0.1801,0.1970,0.5646,0.4842,0.8928,true
1958.17,0.1531,0.4353,0.3393,0.2931,0.8811,true
1960.16,0.1224,0.1670,0.3321,0.2988,0.9081,true
1962.15,0.0928,0.2605,0.5382,0.4422,0.9521,true
1964.14,0.1381,0.1260,0.5565,0.4460,0.8872,true
1966.14,0.1151,0.3959,0.5420,0.3604,0.8950,true
1968.13,0.1551,0.4481,0.4798,0.4257,0.9382,true
1970.12,0.1092,0.3637,0.5961,0.3628,0.9130,true
1972.11,0.1920,0.3049,0.4556,0.3580,0.9025,true
1974.10,0.0944,0.3499,0.2849,0.4359,0.9455,true
1976.10,0.1143,0.3259,0.7550,0.3819,0.8861,true
1978.09,0.1899,0.3802,0.3859,0.4482,0.9442,true
1980.08,0.0738,0.4638,0.5143,0.3425,0.9569,true
1982.07,0.1966,0.3531,0.5764,0.3319,0.9346,true
1984.06,0.1035,0.4033,0.4596,0.2843,0.8914,true
1986.06,0.1833,0.2913,0.4123,0.4455,0.8956,true
1988.05,0.0727,0.2325,0.3605,0.3376,0.9395,true
1990.04,0.1334,0.2323,0.4915,0.3824,0.8749,true
1992.03,0.0711,0.1855,0.3166,0.3341,0.8924,true
1994.02,0.0674,0.3820,0.5395,0.4139,0.9238,true
1996.02,0.0871,0.3923,0.6884,0.3631,0.8746,true
1998.01,0.1384,0.2597,0.5574,0.4096,0.8710,true
2000.00,0.1098,0.3894,0.3409,0.3445,0.9492,true
